RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
10417,594,0,2,Partial Basement,Vinyl,,Hardwood,0,2,C,0,Forced Air,2.00,480069000,Arch Shingles,1452,ST CHARLES AVE,1008,2 Story w/ Bsmt,5,,Single Family,1947
10418,,0,2,No Basement,Asbestos,,Hardwood,0,1,D,0,Floor Furnace,1.00,480070000,Shingles,899,ST CHARLES AVE,1006,1 Sty No Bsmt,4,,Single Family,1950
10419,,0,4,No Basement,Hardy Board,,Hardwood,0,2,C++,0,Forced Air,1.75,480071000,Arch Shingles,1519,ST CHARLES AVE,1004,1.5 Story,7,,Single Family,1950
10420,2070,0,5,Full Basement,Brick Veneer,,Hardwood,3,3,B++,1,Hot Water Radiator,2.00,480072000,Metal,3397,LOCUST AVE,1005,2 Story,13,,Single Family,1922
10421,952,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,B,1,Hot Water Radiator,1.50,480073000,Shingles,1501,LOCUST AVE,1003,1.5 Story,6,,Single Family,1941
10422,,0,3,No Basement,Wood,,Hardwood,0,1,D +,0,Forced Air,1.00,480073100,Shingles,900,ST CHARLES AVE,1002,1 Sty No Bsmt,5,,Single Family,1971
10423,720,0,2,Partial Basement,Aluminum,,Other,0,2,B,0,Hot Water Radiator,1.00,480074000,Shingles,1110,LOCUST AVE,1001,1 Sty w/ Bsmt,5,,Single Family,1930
10424,,0,3,No Basement,Vinyl,,Hardwood,0,2,D +,0,Heat Pump,1.00,480075000,Shingles,1377,ST CHARLES AVE,1000,1 Sty No Bsmt,6,,Single Family,1969
10425,0,,,,,0,,,,,,,,480076000,,,SHERIDAN AVE,1001,,,,Vacant Land,
10426,1346,1,2,Full Basement,Brick Veneer,,Hardwood,1,2,C +,1,Forced Air,1.00,480076100,Arch Shingles,1346,ST CHARLES AVE,943,1 Story,7,,Single Family,1953
10427,960,0,5,Partial Basement,Wood,936,Hardwood,0,2,C,0,Forced Air,1.00,480076200,Arch Shingles,1184,CALHOUN ST,800,1 Story,9,,Single Family,1964
10428,1540,0,4,Full Basement,Brick Veneer,1000,Hardwood,1,3,C +,0,Hot Water Radiator,1.00,480076300,Arch Shingles,1540,ST CHARLES AVE,939,1 Sty (Avg),8,,Single Family,1967
10429,1377,0,4,Full Basement,Vinyl,862,Hardwood,3,3,B,1,Heat Pump,2.00,480077100,Arch Shingles,2563,WATSON AVE,703,2 Story,9,,Single Family,2002
10430,1488,0,4,Full Basement,Brick Veneer,1379,Hardwood,2,4,C,0,Forced Air,1.00,480077101,Arch Shingles,1488,ST CHARLES AVE,913,1 Story,7,,Single Family,1985
10431,1501,0,3,Full Basement,Brick Veneer,743,Hardwood,2,3,C,1,Forced Air,1.00,480077110,Arch Shingles,1597,ST CHARLES AVE,915,1 Sty (Avg),7,,Single Family,1985
10432,1344,0,5,Full Basement,Wood,1224,Hardwood,2,3,C,0,Heat Pump,1.00,480077120,Shingles,1344,ST CHARLES AVE,917,1 Story,10,,Single Family,1985
10433,,0,2,No Basement,Brick Veneer,,Hardwood,0,2,C,0,Heat Pump,1.00,480077130,Arch Shingles,1409,ST CHARLES AVE,919,1 Sty No Bsmt,7,,Single Family,1985
10434,1409,0,2,Partial Basement,Wood,1049,W/W Carpet,1,3,C,0,Heat Pump,1.00,480077140,Arch Shingles,1507,ST CHARLES AVE,921,1 Story,5,,Single Family,1986
10435,2082,0,4,Full Basement,Wood,,Hardwood,1,4,B,0,Heat Pump,2.00,480077150,Shingles,3026,MARSHALL ST,922,2 Story,9,,Single Family,1990
10436,1232,0,3,Full Basement,Hardy Board,,Hardwood,1,2,B -,1,Forced Air,1.50,480077160,Arch Shingles,1848,MARSHALL ST,920,1.5 Story,5,,Single Family,1993
10437,1272,0,4,Full Basement,Wood,,Hardwood,0,2,B,1,Forced Air,2.00,480077170,Arch Shingles,2544,MARSHALL ST,918,2 Story,8,,Single Family,1994
10438,928,0,4,Full Basement,Hardy Board,832,Hardwood,1,2,B +,1,Forced Air,2.00,480077180,Arch Shingles,1896,MARSHALL ST,916,2 Story,6,,Single Family,1994
10439,780,0,3,Full Basement,Vinyl,546,Tile,1,3,B,1,Forced Air,2.00,480077190,Arch Shingles,2210,MARSHALL ST,914,2 Story,7,,Single Family,1996
10440,1536,2,3,Full Basement,Wood,1536,Hardwood,2,3,C +,1,Heat Pump,1.50,480077200,Arch Shingles,2448,WATSON AVE,701,1.5 Sty (Avg),8,,Single Family,1984
10441,876,0,3,Full Basement,Vinyl,768,Hardwood,2,2,B,2,Forced Air,2.00,480077201,Arch Shingles,1940,MARSHALL ST,912,2 Story,7,,Single Family,1996
10442,1504,0,3,Full Basement,Brick Veneer,1052,Hardwood,2,2,C,0,Heat Pump,1.00,480077300,Arch Shingles,1504,MARSHALL ST,904,1 Story,7,,Single Family,1984
10443,1398,0,3,Walkout Basement,Vinyl,752,Hardwood,1,2,C,0,Heat Pump,1.00,480077400,Arch Shingles,1398,MARSHALL ST,906,1 Sty (Avg),6,,Single Family,1984
10444,840,0,3,Full Basement,Brick Veneer,96,Hardwood,2,2,C,1,Heat Pump,2.00,480077500,Shingles,1680,MARSHALL ST,908,2 Story,6,,Single Family,1984
10445,1050,0,3,Full Basement,Wood,,Hardwood,2,2,C,1,Heat Pump,2.00,480077600,Arch Shingles,2100,MARSHALL ST,910,2 Story,7,,Single Family,1990
10446,1501,0,3,Full Basement,Brick Veneer,505,Hardwood,2,3,C,0,Heat Pump,1.00,480077700,Shingles,1501,ST CHARLES AVE,907,1 Story,7,,Single Family,1986
10447,1421,0,5,Full Basement,Brick Veneer,1305,Hardwood,2,3,C,0,Heat Pump,1.00,480077800,Shingles,1946,ST CHARLES AVE,909,1 Story,10,,Single Family,1986
10448,1248,0,3,Partial Basement,Wood,1180,Hardwood,2,3,C -,0,Forced Air,1.00,480077900,Shingles,1344,ST CHARLES AVE,911,1 Story,7,,Single Family,1986
10449,,0,2,No Basement,Wood,,Hardwood,0,1,C,0,Baseboard,1.00,480078000,Shingles,1346,WATSON AVE,634,1 Story,4,,Single Family,1966
10450,1498,0,4,Full Basement,Brick Veneer,744,Hardwood,1,1,C,1,Forced Air,1.00,480078100,Shingles,1498,WATSON AVE,630,1 Sty (Avg),7,,Single Family,1959
10451,1188,0,3,Full Basement,Brick Veneer,588,Hardwood,2,2,C,0,Forced Air,1.00,480078200,Arch Shingles,1188,WATSON AVE,628,1 Sty (Avg),6,,Single Family,1959
10452,0,,,,,0,,,,,,,,480078300,,,250 BYPASS,0,,,,Vacant Land,
10453,,0,1,No Basement,Wood,,Hardwood,1,1,C -,0,Baseboard,1.00,480078400,Shingles,828,WATSON AVE,636,1 Sty (Avg),3,,Single Family,1970
10454,1004,No dat,2,Full Basement,Concrete Block,914,Hardwood,No dat,1,C,1,Hot Water Radiator,1.00,480079000,Shingles,704,ST CHARLES AVE,839,1 Story,5,,Single Family,1948
10455,1337,0,4,Full Basement,Wood,1128,Hardwood,2,3,B -,1,Heat Pump,1.66,480080000,Arch Shingles,1744,WATSON AVE,717,1.5 Story,9,,Single Family,1940
10456,0,,,,,0,,,,,,,,480080100,,,WATSON AVE,709,,,,Vacant Land,
10457,,0,3,No Basement,Wood,,Hardwood,1,2,B -,1,Heat Pump,2.00,480081000,Arch Shingles,1440,WATSON AVE,801,2 Sty No Bsmt,6,,Single Family,1976
10458,,0,3,No Basement,Wood,,Hardwood,1,2,C++,1,Heat Pump,2.00,480081100,Shingles,1440,WATSON AVE,805,2 Sty No Bsmt,6,,Single Family,1976
10459,,0,3,No Basement,Wood,,Hardwood,1,2,B -,1,Heat Pump,2.00,480081200,Shingles,1440,WATSON AVE,807,2 Sty No Bsmt,6,,Single Family,1976
10460,,0,6,No Basement,Wood,,Hardwood,0,2,C,2,Baseboard,2.00,480082000,Shingles,2560,WATSON AVE,811,2 Sty Attached,12,,Duplex,1973
10461,,0,6,No Basement,Wood,,Hardwood,0,2,C,2,Baseboard,2.00,480082100,Shingles,2560,WATSON AVE,815,2 Sty Attached,12,,Duplex,1973
10462,,0,6,No Basement,Brick Veneer,,Hardwood,0,2,C,2,Forced Air,2.00,480082200,Shingles,2560,WATSON AVE,817,2 Sty Attached,12,A&B,Duplex,1976
10463,1354,0,4,Full Basement,Brick Veneer,,Hardwood,1,2,B +,1,Hot Water Radiator,2.00,480083000,Metal,2314,LOCUST AVE,925,2 Sty Excellent,8,,Single Family-1 Conversion,1926
10464,0,,,,,0,,,,,,,,480083100,,,LOCUST AVE,0,,,,Vacant Land,
10465,972,0,3,Walkout Basement,Stucco,717,W/W Carpet,0,3,B +,1,Forced Air,1.50,480083200,Shingles,2802,ST CHARLES AVE,908,1.5 Story,8,,Single Family,1993
10466,936,0,4,Partial Basement,Stucco,900,Pre-Fab Wood,0,3,B,1,Forced Air,1.5,480083300,Shingles,1498,ST CHARLES AVE,910,1.5 Story,9,,Single Family,1992
10467,1427,0,3,Full Basement,Aluminum,,Hardwood,1,2,A -,1,Hot Water Radiator,2.00,480084000,Shingles,2512,LOCUST AVE,929,2 Sty Excellent,7,,Single Family,1910
10468,,No dat,1,No Basement,Wood,,Hardwood,No dat,1,C -,No dat,Forced Air,2.0,480084000,Shingles,512,LOCUST AVE,929,2 Sty No Bsmt,4,,Single Family,1925
10469,1200,0,5,Partial Basement,Brick Veneer,905,Hardwood,1,3,B,1,Forced Air,1.50,480084100,Shingles,2482,ST CHARLES AVE,912,1.5 Story,10,,Single Family-1 Conversion,1955
10470,,0,2,No Basement,Brick Veneer,,None,0,1,C,0,Forced Air,1.00,480084100,Shingles,660,ST CHARLES AVE,912,1 Story,4,,Single Family-1 Conversion,1962
10471,896,0,3,Full Basement,Brick Veneer,,Hardwood,0,1,A -,1,Forced Air,2.00,480085000,Metal,1621,LOCUST AVE,931,2 Sty Excellent,7,,Single Family,1923
10472,416,0,3,Partial Basement,Asbestos,,Hardwood,1,1,B +,1,Hot Water Radiator,2.00,480086000,Metal,1664,LOCUST AVE,945,2 Sty Excellent,7,,Single Family,1915
10473,0,,,,,0,,,,,,,,480086100,,,ST CHARLES AVE,0,,,,Vacant Land,
10474,1851,0,3,Partial Basement,Stucco,64,Hardwood,1,1,B++,2,Hot Water Radiator,1.00,480087000,Arch Shingles,2482,LOCUST AVE,953,1 Sty Excellent,7,,Single Family,1920
10475,960,0,2,Full Basement,Vinyl,,Hardwood,1,1,C +,0,Forced Air,1.00,480087100,Arch Shingles,960,ST CHARLES AVE,920,1 Story,4,,Single Family,1955
10476,999,0,1,Full Basement,Brick Veneer,400,Hardwood,1,1,C +,0,Forced Air,1.0,480087200,Shingles,999,ST CHARLES AVE,926,1.5 Story,5,,Single Family,1955
10477,952,0,3,Full Basement,Brick Veneer,624,Hardwood,1,2,B,0,Hot Water Radiator,1.00,480088000,Shingles,1428,LOCUST AVE,955,1.5 Story,9,,Single Family,1942
10478,544,No dat,2,Walkout Basement,Logs,544,Hardwood,No dat,1,C++,No dat,Baseboard,1.50,480088100,Shingles,816,ST CHARLES AVE,928,1.5 Story,6,,Single Family,1984
10479,1224,0,5,Full Basement,Brick Veneer,603,Hardwood,2,3,B,0,Hot Water Radiator,1.50,480089000,Arch Shingles,1816,LOCUST AVE,957,1.5 Story,9,,Single Family-1 Conversion,1946
10480,870,1,3,Partial Basement,Vinyl,,Hardwood,0,2,B -,0,Forced Air,1.00,480090000,Arch Shingles,1390,ST CHARLES AVE,930,1 Sty w/ Bsmt,5,,Single Family,1987
10481,709,0,3,Partial Basement,Aluminum,,Hardwood,1,2,B +,0,Hot Water Radiator,1.50,480091000,Arch Shingles,2407,ST CHARLES AVE,936,1.5 Story,9,,Single Family,1946
10482,1156,0,4,Full Basement,Concrete Block,,Hardwood,1,2,B,0,Forced Air,1.50,480092000,Arch Shingles,1895,LOCUST AVE,959,1.5 Story,7,,Single Family,1946
10483,1067,0,4,Walkout Basement,Hardy Board,678,Hardwood,1,3,B,2,Heat Pump,2.00,480092100,Arch Shingles,2134,LOCUST AVE,963,2 Story,9,,Single Family,2009
10484,1610,0,5,Full Basement,Wood,1222,Hardwood,2,4,B++,0,Hot Water Radiator,2.00,480093000,Arch Shingles,2802,LOCUST AVE,975,2 Story,12,,Single Family-1 Conversion,1917
10485,1363,0,3,Full Basement,Brick Veneer,1016,Hardwood,1,2,C,0,Forced Air,1.00,480093100,Shingles,1363,ST CHARLES AVE,940,1 Sty w/ Bsmt,7,,Single Family,1964
10486,,No dat,4,No Basement,Wood,,W/W Carpet,No dat,4,C +,No dat,Heat Pump,1.00,480093200,Shingles,1984,CALHOUN ST,906-908,1 Sty Attached,8,,Duplex,1991
10487,2073,0,5,Full Basement,Brick Veneer,,Hardwood,0,4,A -,0,Hot Water Radiator,2.00,480094000,Metal,4062,LOCUST AVE,978,2 Sty Excellent,10,,Single Family,1925
10488,,0,1,No Basement,Concrete Block,,Vinyl,0,1,C -,0,Forced Air,1.00,480094000,Shingles,660,LOCUST AVE,978,1 Story,3,,Single Family,1925
10489,480,0,4,Partial Basement,Concrete Block,,Hardwood,1,2,B,0,Hot Water Radiator,2.00,480094100,Arch Shingles,1536,CALHOUN ST,1010,2 Story,8,,Duplex,1948
10490,1376,No dat,3,Full Basement,Aluminum,,Hardwood,No dat,2,C++,1,Forced Air,1.75,480094200,Shingles,2046,CALHOUN ST,1008,1.5 Story,7,,Single Family,1994
10491,782,0,3,Partial Basement,Brick Veneer,0,Hardwood,1,2,A,0,Hot Water Radiator,1.00,480095000,Metal,1548,LOCUST AVE,960,1 Sty Superior,5,,Single Family,1950
10492,1218,0,2,Full Basement,Brick Veneer,,Hardwood,1,2,B -,0,Forced Air,1.00,480095100,Shingles,1218,LOCUST AVE,964,1 Story,5,,Single Family,1957
10493,864,0,2,Full Basement,Wood,,Hardwood,0,1,C++,0,Forced Air,1.00,480098000,Arch Shingles,864,CALHOUN ST,1100,1 Sty w/ Bsmt,5,,Single Family,1925
10494,780,0,5,Partial Basement,Vinyl,523,Tile,0,3,B -,1,Heat Pump,2.00,480098100,Arch Shingles,2641,CALHOUN ST,1102,2 Story,13,B,Duplex,1981
10495,804,0,2,Full Basement,Aluminum,,Hardwood,1,1,C++,0,Hot Water Radiator,1.00,480099000,Shingles,804,CALHOUN ST,1104,1 Sty w/ Bsmt,5,,Single Family,1940
10496,504,0,2,Partial Basement,Brick Veneer,,Hardwood,1,2,B++,0,Forced Air,1.50,480100000,Metal,1954,CALHOUN ST,1106,1.5 Sty Excellent,6,,Single Family,1928
10497,546,0,2,Full Basement,Wood,,Hardwood,0,1,B,1,Forced Air,2.00,480101000,Arch Shingles,1008,ST CLAIR AVE,933,2 Story,4,,Single Family,1925
10498,576,0,2,Cellar,Brick Veneer,,Hardwood,0,1,B,0,Forced Air,2.00,480102000,Arch Shingles,1201,ST CLAIR AVE,931,2 Sty Excellent,5,,Single Family,1936
10499,0,,,,,0,,,,,,,,480102100,,,CALHOUN ST,0,,,,Vacant Land,
10500,424,0,3,Partial Basement,Stucco,,Hardwood,1,2,C++,0,Hot Water Radiator,1.00,480103000,Shingles,1524,ST CLAIR AVE,929,1 Sty w/ Bsmt,6,,Single Family,1939
10501,1042,0,5,Partial Basement,Wood,,Hardwood,3,4,A -,0,Hot Water Radiator,1.66,480104000,Metal,3395,LOCUST AVE,950,1.5 Sty Excellent,11,,Single Family,1906
10502,1248,0,4,Full Basement,Brick Veneer,936,Hardwood,1,2,C++,0,Forced Air,1.00,480104100,Shingles,1248,ST CLAIR AVE,923,1 Story,9,,Single Family-1 Conversion,1960
10503,1475,0,4,Full Basement,Brick Veneer,1026,Hardwood,2,3,C +,0,Hot Water Radiator,1.00,480104200,Shingles,1475,ST CLAIR AVE,925,1 Story,10,,Single Family-1 Conversion,1963
10504,1176,0,3,Full Basement,Brick Veneer,180,Hardwood,1,2,C +,0,Hot Water Radiator,1.00,480104300,Shingles,1176,ST CLAIR AVE,927,1 Story,6,,Single Family,1965
10505,,No dat,3,No Basement,Aluminum,,Hardwood,No dat,1,C +,No dat,Forced Air,1.50,480105000,Shingles,1345,ST CLAIR AVE,921,1.5 Story,6,,Single Family,1952
10506,810,0,3,Partial Basement,Asbestos,426,Other,0,2,C++,0,Forced Air,1.00,480106000,Shingles,1293,ST CLAIR AVE,919,1 Sty w/ Bsmt,8,,Single Family,1952
10507,709,0,3,Partial Basement,Aluminum,,Hardwood,1,3,A,0,Hot Water Radiator,2.50,480107000,Slate,3669,LOCUST AVE,940,2.5 Sty Excellent,8,,Single Family,1913
10508,,0,2,No Basement,Wood,,None,0,1,C++,0,Hot Water Radiator,1.00,480107000,Metal,240,LOCUST AVE,940,1 Sty No Bsmt,4,,Single Family,1913
10509,256,0,4,Cellar,Brick Veneer,,Hardwood,2,2,B++,1,Hot Water Radiator,2.0,480108000,Arch Shingles,2200,LOCUST AVE,932,2 Sty Excellent,7,,Single Family,1906
10510,,0,4,No Basement,Brick Veneer,,Hardwood,1,1,C++,1,Forced Air,1.00,480108100,Shingles,1635,ST CLAIR AVE,913,1 Sty No Bsmt,7,,Single Family,1958
10511,858,0,3,Partial Basement,Brick Veneer,,Hardwood,1,2,B +,0,Hot Water Radiator,1.50,480109000,Metal,2525,LOCUST AVE,930,1.5 Story,8,,Single Family,1916
10512,465,0,3,Partial Basement,Brick Veneer,,Hardwood,1,1,A,1,Hot Water Radiator,2.00,480110000,Shingles,2090,LOCUST AVE,918,2 Story,7,,Single Family,1933
10513,924,0,2,Partial Basement,Brick Veneer,,Hardwood,1,1,B,0,Hot Water Radiator,1.00,480111000,Shingles,1034,MARTIN ST,911,1 Sty w/ Bsmt,6,,Single Family,1941
10514,576,0,3,Partial Basement,Brick Veneer,,Hardwood,1,1,B -,1,Hot Water Radiator,1.60,480112000,Shingles,1820,MARTIN ST,907,1.5 Story,6,,Single Family,1948
10515,272,0,4,Partial Basement,Wood,,Hardwood,2,2,B++,0,Hot Water Radiator,2.00,480113000,Shingles,2527,LOCUST AVE,912,2 Story,8,,Single Family,1928
10516,0,,,,,0,,,,,,,,480114000,,,LOCUST AVE,0,,,,Vacant Land,
10517,0,,,,,0,,,,,,,,480115000,,,MARTIN ST,0,,,,Vacant Land,
10518,843,0,4,Full Basement,Brick Veneer,674,Hardwood,1,3,B -,0,Forced Air,1.50,480116000,Shingles,1265,MARTIN ST,904,1.5 Story,8,,Single Family-1 Conversion,1950
10519,1064,0,3,Full Basement,Asbestos,600,Hardwood,1,2,C++,0,Forced Air,1.50,480117000,Shingles,1568,MARTIN ST,906,1.5 Story,8,,Single Family-1 Conversion,1949
10520,972,0,4,Partial Basement,Brick Veneer,475,Hardwood,1,2,B,0,Forced Air,1.50,480117100,Shingles,1562,MARTIN ST,908,1.5 Story,7,,Single Family,1953
10521,1226,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,B -,0,Forced Air,1.00,480118000,Shingles,1226,MARTIN ST,910,1 Story,6,,Single Family,1955
10522,988,No dat,3,Full Basement,Brick Veneer,400,Hardwood,1,2,C +,No dat,Forced Air,1.00,480119000,Arch Shingles,988,ST CLAIR AVE,909,1 Story,7,,Single Family,1955
10523,416,0,3,Partial Basement,Brick Veneer,336,Hardwood,1,2,B -,0,Forced Air,1.00,480120000,Metal,843,ST CLAIR AVE,907,1 Story,6,,Single Family-1 Conversion,1950
10524,1020,0,5,Full Basement,Brick Veneer,,Hardwood,1,2,C +,0,Hot Water Radiator,1.50,480121000,Arch Shingles,1394,ST CLAIR AVE,905,1.5 Story,7,,Single Family,1947
10525,811,1,2,Partial Basement,Brick Veneer,210,Hardwood,2,1,B,0,Forced Air,1.00,480122000,Shingles,1156,ST CLAIR AVE,901,1 Story,5,,Single Family,1957
10526,0,,,,,0,,,,,,,,480123000,,,ST CLAIR AVE,0,,,,Vacant Land,
10527,0,,,,,0,,,,,,,,480124000,,,MARTIN ST,0,,,,Vacant Land,
10528,1025,0,4,Full Basement,Brick Veneer,850,Hardwood,1,3,C -,0,Heat Pump,1.00,48A001000,Arch Shingles,1025,HOLMES AVE,1215,1 Sty (Avg),8,,Single Family-1 Conversion,1966
10529,,0,3,No Basement,Wood,,W/W Carpet,0,2,C++,0,Heat Pump,1.00,48A002000,Arch Shingles,1025,HOLMES AVE,1213,1 Sty No Bsmt,5,,Single Family,1965
10530,500,0,3,Partial Basement,Aluminum,,Hardwood,0,1,C -,1,Forced Air,1.00,48A003000,Shingles,1000,HOLMES AVE,1211,1 Story,5,,Single Family,1966
10531,,0,3,No Basement,Wood,,Hardwood,0,1,C +,0,Forced Air,1.00,48A004000,Arch Shingles,936,HOLMES AVE,1209,1 Story,5,,Single Family,1966
10532,,0,3,No Basement,Wood,,Hardwood,0,1,C -,0,Forced Air,1.00,48A005000,Arch Shingles,950,HOLMES AVE,1207,1 Story,5,,Single Family,1965
10533,500,0,3,Partial Basement,Wood,250,W/W Carpet,0,1,C,1,Heat Pump,1.00,48A006000,Arch Shingles,1000,HOLMES AVE,1205,1 Story,6,,Single Family,1966
10534,,0,3,No Basement,Vinyl,,Hardwood,1,1,C,0,Forced Air,1.00,48A007000,Shingles,1032,ELIZABETH AVE,707,1 Story,6,,Single Family,1959
10535,1032,0,3,Full Basement,Wood,,Hardwood,1,1,C,0,Forced Air,1.00,48A008000,Shingles,1032,ELIZABETH AVE,705,1 Story,5,,Single Family,1960
10536,1032,0,4,Full Basement,Wood,700,Hardwood,1,2,C,0,Forced Air,1.00,48A009000,Arch Shingles,1032,ELIZABETH AVE,703,1 Story,7,,Single Family-1 Conversion,1959
10537,1032,0,3,Full Basement,Vinyl,500,Hardwood,1,1,C,0,Forced Air,1.00,48A010000,Arch Shingles,1032,ELIZABETH AVE,704,1 Story,7,,Single Family,1960
10538,1592,0,5,Walkout Basement,Wood,1512,Hardwood,1,2,C,1,Forced Air,1.00,48A011000,Arch Shingles,1340,ELIZABETH AVE,706,1 Story,10,,Single Family,1960
10539,528,0,3,Partial Basement,Vinyl,440,Hardwood,1,1,C +,0,Forced Air,1.00,48A012000,Arch Shingles,1032,ELIZABETH AVE,708,1 Story,6,,Single Family,1959
10540,1400,0,4,Full Basement,Wood,1300,Hardwood,2,2,C,0,Forced Air,1.00,48A013000,Arch Shingles,1450,HOLMES AVE,1111,1 Sty (Avg),9,,Single Family-1 Conversion,1963
10541,1036,0,3,Full Basement,Vinyl,624,Hardwood,1,1,C,0,Forced Air,1.00,48A014000,Arch Shingles,1036,HOLMES AVE,1109,1 Story,6,,Single Family,1960
10542,936,0,3,Full Basement,Brick Veneer,692,Hardwood,1,2,C,0,Forced Air,1.00,48A015000,Arch Shingles,936,HOLMES AVE,1027,1 Sty (Avg),8,,Single Family,1958
10543,900,0,4,Partial Basement,Brick Veneer,463,Hardwood,1,2,C,0,Forced Air,1.00,48A016000,Shingles,1212,HOLMES AVE,1025,1 Story,7,,Single Family,1958
10544,936,0,3,Full Basement,Brick Veneer,556,Hardwood,1,2,C,0,Forced Air,1.00,48A017000,Arch Shingles,936,HOLMES AVE,1023,1 Sty w/ Bsmt,8,,Single Family,1958
10545,910,0,3,Full Basement,Brick Veneer,611,Hardwood,1,2,C -,0,Forced Air,1.00,48A018000,Arch Shingles,910,HOLMES AVE,1020,1 Story,7,,Single Family-1 Conversion,1957
10546,987,0,4,Full Basement,Brick Veneer,900,Hardwood,0,2,C +,0,Forced Air,1.00,48A019000,Arch Shingles,1083,HOLMES AVE,1022,1 Story,8,,Single Family,1960
10547,725,0,4,Full Basement,Brick Veneer,360,Hardwood,0,2,C +,1,Heat Pump,1.50,48A020000,Arch Shingles,1088,HOLMES AVE,1024,1.5 Story,7,,Single Family,1955
10548,962,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,48A021000,Arch Shingles,962,SHERIDAN AVE,1029,1 Story,6,,Single Family,1954
10549,962,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,48A022000,Shingles,962,SHERIDAN AVE,1031,1 Story,6,,Single Family,1954
10550,962,0,3,Full Basement,Brick Veneer,311,Hardwood,1,1,C,0,Forced Air,1.00,48A023000,Shingles,962,SHERIDAN AVE,1033,1 Sty (Avg),6,,Single Family,1954
10551,1036,0,4,Full Basement,Wood,912,Hardwood,2,2,C,0,Forced Air,1.00,48A024000,Arch Shingles,1036,HOLMES AVE,1110,1 Story,8,,Single Family-1 Conversion,1960
10552,1032,0,5,Full Basement,Aluminum,994,Hardwood,2,2,C,0,Forced Air,1.00,48A025000,Shingles,1032,HOLMES AVE,1112,1 Sty (Avg),10,,Single Family-1 Conversion,1962
10553,1032,0,4,Full Basement,Aluminum,930,Hardwood,1,2,C,0,Forced Air,1.00,48A026000,Arch Shingles,1032,HOLMES AVE,1114,1 Sty (Avg),8,,Single Family-1 Conversion,1960
10554,1032,0,4,Walkout Basement,Aluminum,694,Hardwood,1,2,C +,0,Forced Air,1.00,48A027000,Arch Shingles,1032,HOLMES AVE,1116,1 Story,8,,Single Family,1960
10555,1032,0,4,Full Basement,Aluminum,976,Hardwood,1,2,C,0,Forced Air,1.00,48A028000,Shingles,1032,HOLMES AVE,1118,1 Sty (Avg),8,,Single Family,1959
10556,1075,0,3,Full Basement,Brick Veneer,534,Hardwood,0,1,C,0,Forced Air,1.00,48A029000,Shingles,1075,HOLMES AVE,1200,1 Story,6,,Single Family,1964
10557,1075,0,3,Full Basement,Brick Veneer,300,Hardwood,0,1,C,0,Forced Air,1.00,48A030000,Shingles,1075,HOLMES AVE,1202,1 Story,6,,Single Family,1964
10558,1032,0,4,Full Basement,Vinyl,514,Hardwood,0,1,C,1,Baseboard,1.00,48A031000,Shingles,1032,HOLMES AVE,1204,1 Story,7,,Single Family,1972
10559,1032,0,3,Full Basement,Vinyl,453,W/W Carpet,0,1,C,1,Baseboard,1.00,48A032000,Shingles,1032,HOLMES AVE,1206,1 Story,7,,Single Family,1972
10560,1032,0,3,Full Basement,Wood,552,Hardwood,1,1,C,1,Heat Pump,1.00,48A033000,Shingles,1032,HOLMES AVE,1208,1 Sty (Avg),7,,Single Family,1972
10561,1050,0,3,Full Basement,Vinyl,412,W/W Carpet,1,1,C,1,Baseboard,1.00,48A034000,Shingles,1050,HOLMES AVE,1210,1 Story,6,,Single Family,1972
10562,1050,0,3,Full Basement,Aluminum,735,Hardwood,0,1,C,1,Baseboard,1.00,48A035000,Shingles,1050,HOLMES AVE,1212,1 Story,6,,Single Family,1972
10563,1050,0,3,Full Basement,Wood,415,Hardwood,0,1,C,1,Baseboard,1.00,48A036000,Arch Shingles,1050,HOLMES AVE,1214,1 Story,5,,Single Family,1974
10564,972,0,4,Full Basement,Wood,,Hardwood,0,2,C,0,Baseboard,2.00,48A037000,Shingles,1944,HOLMES AVE,1216,2 Sty Attached,8,,Duplex,1973
10565,884,0,4,Full Basement,Wood,,Hardwood,0,2,C,0,Heat Pump,2.00,48A038000,Arch Shingles,1768,HOLMES AVE,1218,2 Sty Attached,8,,Duplex,1973
10566,0,,,,,0,,,,,,,,48A039000,,,LOCHLYN HILL DR,501,,,,Common Area,
10567,,No dat,3,No Basement,Drivet,,Hardwood,1,2,B +,2,Heat Pump,2.5,48A039001,Rubber,2514,LOCHLYN HILL DR,581,2.5 Sty Attached,6,,Single Family Attached,2018
10568,,No dat,3,No Basement,Drivet,,Hardwood,No dat,3,B +,No dat,Heat Pump,2.5,48A039002,Rubber,2424,LOCHLYN HILL DR,579,2.5 Sty Attached,7,,Single Family Attached,2018
